2.500000	5.231
2.540000	5.231
2.580000	5.231
2.620000	5.231
2.650000	5.231
2.690000	5.231
2.720000	5.231
2.760000	5.231
2.800000	5.231
2.850000	5.231
2.900000	5.231
2.950000	5.231
3.000000	5.231
3.040000	5.231
3.070000	5.231
3.110000	5.231
3.150000	5.231
3.200000	5.231
3.250000	5.231
3.300000	5.231
3.350000	5.231
3.400000	5.231
3.450000	5.231
3.500000	5.231
3.550000	5.231
3.600000	5.231
3.650000	5.231
3.700000	5.231
3.750000	5.231
3.820000	5.231
3.870000	5.231
3.950000	5.231
4.000000	5.231
4.060000	5.231
4.120000	5.231
4.180000	5.231
4.250000	5.231
4.310000	5.231
4.370000	5.231
4.440000	5.231
4.500000	5.231
4.550000	5.231
4.620000	5.231
4.680000	5.231
4.750000	5.231
4.820000	5.231
4.870000	5.231
4.940000	5.231
5.000000	5.231
5.080000	5.231
5.150000	5.231
5.220000	5.231
5.300000	5.231
5.380000	5.231
5.450000	5.231
5.520000	5.231
5.600000	5.231
5.700000	5.231
5.800000	5.231
5.900000	5.231
6.000000	5.231
6.080000	5.231
6.150000	5.231
6.220000	5.231
6.300000	5.231
6.400000	5.231
6.500000	5.231
6.600000	5.231
6.700000	5.231
6.800000	5.231
6.900000	5.231
7.000000	5.231
7.100000	5.231
7.200000	5.231
7.300000	5.231
7.400000	5.231
7.500000	5.231
7.620000	5.231
7.750000	5.231
7.880000	5.231
8.000000	5.231
8.120000	5.231
8.250000	5.231
8.380000	5.231
8.500000	5.231
8.620000	5.231
8.750000	5.231
8.850000	5.231
9.000000	5.231
9.120000	5.231
9.250000	5.231
9.380000	5.231
9.500000	5.231
9.620000	5.231
9.750000	5.231
9.880000	5.229
10.000000	5.223
10.150000	5.208
10.300000	5.188
10.440000	5.169
10.600000	5.147
10.750000	5.127
10.900000	5.106
11.060000	5.085
11.200000	5.067
11.380000	5.044
11.500000	5.029
11.720000	5.002
11.800000	4.993
12.060000	4.961
12.200000	4.944
12.410000	4.920
12.500000	4.909
12.650000	4.892
12.800000	4.875
13.150000	4.836
13.200000	4.831
13.400000	4.809
13.600000	4.788
13.800000	4.766
14.000000	4.746
14.300000	4.715
14.500000	4.695
14.750000	4.671
15.000000	4.646
15.250000	4.622
15.500000	4.599
15.750000	4.576
16.000000	4.553
16.250000	4.531
16.500000	4.509
16.750000	4.487
17.000000	4.466
17.250000	4.444
17.500000	4.424
17.750000	4.403
18.000000	4.383
18.250000	4.363
18.500000	4.344
