2.500000	5.234
2.540000	5.234
2.580000	5.234
2.620000	5.234
2.650000	5.234
2.690000	5.234
2.720000	5.234
2.760000	5.234
2.800000	5.234
2.850000	5.234
2.900000	5.234
2.950000	5.234
3.000000	5.234
3.040000	5.234
3.070000	5.234
3.110000	5.234
3.150000	5.234
3.200000	5.234
3.250000	5.234
3.300000	5.234
3.350000	5.234
3.400000	5.234
3.450000	5.234
3.500000	5.234
3.550000	5.234
3.600000	5.234
3.650000	5.234
3.700000	5.234
3.750000	5.234
3.820000	5.234
3.870000	5.234
3.950000	5.234
4.000000	5.234
4.060000	5.234
4.120000	5.234
4.180000	5.234
4.250000	5.234
4.310000	5.234
4.370000	5.234
4.440000	5.234
4.500000	5.234
4.550000	5.234
4.620000	5.234
4.680000	5.234
4.750000	5.234
4.820000	5.234
4.870000	5.234
4.940000	5.234
5.000000	5.234
5.080000	5.234
5.150000	5.234
5.220000	5.234
5.300000	5.234
5.380000	5.234
5.450000	5.234
5.520000	5.234
5.600000	5.234
5.700000	5.234
5.800000	5.234
5.900000	5.234
6.000000	5.234
6.080000	5.234
6.150000	5.234
6.220000	5.234
6.300000	5.234
6.400000	5.234
6.500000	5.234
6.600000	5.234
6.700000	5.234
6.800000	5.234
6.900000	5.234
7.000000	5.234
7.100000	5.234
7.200000	5.234
7.300000	5.234
7.400000	5.234
7.500000	5.234
7.620000	5.234
7.750000	5.234
7.880000	5.234
8.000000	5.234
8.120000	5.234
8.250000	5.234
8.380000	5.234
8.500000	5.234
8.620000	5.234
8.750000	5.234
8.850000	5.234
9.000000	5.234
9.120000	5.234
9.250000	5.234
9.380000	5.234
9.500000	5.234
9.620000	5.234
9.750000	5.234
9.880000	5.232
10.000000	5.226
10.150000	5.211
10.300000	5.191
10.440000	5.172
10.600000	5.150
10.750000	5.130
10.900000	5.109
11.060000	5.088
11.200000	5.070
11.380000	5.047
11.500000	5.032
11.720000	5.005
11.800000	4.996
12.060000	4.964
12.200000	4.947
12.410000	4.923
12.500000	4.912
12.650000	4.895
12.800000	4.878
13.150000	4.839
13.200000	4.834
13.400000	4.812
13.600000	4.791
13.800000	4.769
14.000000	4.749
14.300000	4.718
14.500000	4.698
14.750000	4.674
15.000000	4.649
15.250000	4.625
15.500000	4.602
15.750000	4.579
16.000000	4.556
16.250000	4.534
16.500000	4.512
16.750000	4.490
17.000000	4.469
17.250000	4.447
17.500000	4.427
17.750000	4.406
18.000000	4.386
18.250000	4.366
18.500000	4.347
18.750000	4.327
19.000000	4.308
19.250000	4.289
19.500000	4.271
19.750000	4.252
20.000000	4.235
20.299999	4.214
20.600000	4.196
20.900000	4.180
21.200001	4.164
21.400000	4.155
21.799999	4.136
22.000000	4.128
22.400000	4.111
22.700001	4.098
23.000000	4.087
23.299999	4.075
23.600000	4.064
24.000000	4.048
